,序号,区县,名   称,方向,相交道路,Unnamed: 5
90,91,海淀,阜成路定慧北里南门,全方向,阜石路,
91,92,海淀,阜成路与恩济西街西南角,全方向,阜石路,
92,93,海淀,阜成路定慧西里北口,全方向,阜石路,
93,94,海淀,永定河路与西四环中路西南角,全方向,西四环路,金沟河桥
94,95,海淀,西四环中路7号院北门西侧,全方向,西四环路,
95,96,海淀,永金里一号楼东口,全方向,西四环路,
96,97,海淀,永金里小区大门前,全方向,西四环路,
97,98,海淀,永金里社区8号楼东门,全方向,西四环路,
98,99,海淀,五孔桥市场门口,全方向,西四环路,
99,100,海淀,六建东北门东侧,全方向,复兴路,
100,101,海淀,联勤加油站门口,全方向,复兴路,
101,102,海淀,枣林路北口,全方向,复兴路,
102,103,海淀,复兴路与永定路东北角,全方向,永定路,复兴路
103,104,海淀,万寿路街道东向西步道,全方向,复兴路,
104,105,海淀,复兴路与玉泉路交叉路口东北角,全方向,玉泉路,复兴路
105,106,海淀,玉泉路地铁站C2出入口,全方向,玉泉路,复兴路
106,107,海淀,西里小区路口,全方向,永定路,
107,108,海淀,永定路北太平路北150米路东,全方向,永定路,
108,109,海淀,永定路与北太平路西南角,全方向,永定路,北太平路
109,110,海淀,永定路96号门前,全方向,永定路,
110,111,海淀,五一小学,全方向,永定路,
111,112,海淀,航天医院西侧南停车场,全方向,玉泉路,
112,113,海淀,星期八公园西门,全方向,玉泉路,
113,114,海淀,星期八公园西北角,全方向,玉泉路,金沟河路
114,115,海淀,金玉路口东北角,全方向,玉泉路,金沟河路
115,116,海淀,阜北二街北口,全方向,阜北二街,增光路
116,117,海淀,阜北二街南口东侧,全方向,阜北二街,阜石路
117,118,海淀,阜南二街北口,全方向,阜北二街,阜石路
118,119,海淀,会城门东路西口,全方向,北蜂窝路,会城门东路
119,120,海淀,会城门东路与东双子坟路路口,全方向,会城门东路,
120,121,海淀,羊坊店东路口,全方向,羊坊店东路,
121,122,海淀,铁道大厦向北路口,全方向,羊坊店东路,
122,123,海淀,820楼马路南,全方向,金沟河路,
123,124,海淀,金沟河5号院819号楼,全方向,金沟河路,
124,125,海淀,永定路中学门口,全方向,金沟河路,
125,126,海淀,金永路口东北角,全方向,永定路,金沟河路
126,127,海淀,永定路与金沟河路东南角,全方向,永定路,金沟河路
127,128,海淀,城建集团银地物业公司门口,全方向,金沟河路,
128,129,海淀,权金城停车场出口,全方向,金沟河路,
129,130,海淀,金沟河路金百万门口,全方向,金沟河路,
130,131,海淀,金沟河路与采石北路西北角,全方向,金沟河路,
131,132,海淀,永辉超市门前,全方向,金沟河路,
132,133,海淀,采石路北口东南角,全方向,金沟河路,
133,134,海淀,玉海园南门,全方向,金沟河路,
134,135,海淀,金玉路东北角,全方向,金沟河路,
135,136,海淀,星期八公园西北角,全方向,金沟河路,
136,137,海淀,鸿府大厦西南门,全方向,金沟河东路,
137,138,海淀,肿瘤医院东路口,全方向,阜石路,
138,139,海淀,肿瘤医院西门,全方向,恩济东街,
139,140,海淀,301医院西南门,全方向,西四环路,
140,141,海淀,西四环中路辅路复兴路南150米路东,全方向,西四环路,
141,142,海淀,复兴路西四环中路辅路东140米路南,全方向,复兴路,
142,143,海淀,光耀东方广场,全方向,羊坊店路,
143,144,海淀,羊坊店路与北蜂窝中路,全方向,羊坊店路,
144,145,海淀,铁医路口北,全方向,羊坊店路,
145,146,海淀,羊坊店路测绘院路口,全方向,羊坊店路,
146,147,海淀,羊坊店路中国联通,全方向,羊坊店路,
147,148,海淀,新华社宿舍东门,全方向,羊坊店路,
148,149,海淀,北蜂窝路100号南门,全方向,铁医路东口,
149,150,海淀,铁道大厦向北路口,全方向,羊坊店东路,
150,151,海淀,铁道大厦北门,全方向,羊坊店东路,
151,152,海淀,铁道大厦东门,全方向,羊坊店东路,
152,153,海淀,铁道大厦东南门,全方向,羊坊店东路,
153,154,海淀,梅地亚北门,全方向,玉南路,
154,155,海淀,世纪坛西南角,全方向,军博西路,玉南路
155,156,海淀,世纪坛东南角,全方向,军博西路,玉南路
156,157,海淀,玉南路9号院西南门,全方向,玉南路,
157,158,海淀,玉南路9号院南门,全方向,玉南路,
158,159,海淀,玉南路9号院东南门,全方向,玉南路,
159,160,海淀,张家港饭店,全方向,茂林居西路,玉南路
160,161,海淀,焦点访谈门前,全方向,军博西路,
161,162,海淀,西四中路15号院门前,全方向,西四环路,
162,163,海淀,国家开放大学东门北侧,全方向,西四环路,
163,164,海淀,永定路70号院516楼,全方向,复兴路,
164,165,海淀,永定路85号院415楼,全方向,复兴路,
165,166,海淀,万柳华联东南角入口,全方向,万柳华府北街,
166,167,海淀,万柳华联西南角,全方向,万柳华府北街,
167,168,海淀,华府龙园西北角路北,全方向,圣化寺路,万柳华府北街
168,169,海淀,华府西园东侧,全方向,圣化寺路,
169,170,海淀,华府海园东北角,全方向,圣化寺路,万柳华府北街
170,171,海淀,华府海园北门东,全方向,万柳华府北街,
171,172,海淀,华府海园北门西,全方向,万柳华府北街,
172,173,海淀,华府西园西南角,全方向,万柳西路,万柳华府北街
173,174,海淀,华府海园东南角,全方向,圣化寺路,万柳华府北街
174,175,海淀,华府海园东门,全方向,圣化寺路,
175,176,海淀,华府龙园西门路西,全方向,圣化寺路,
176,177,海淀,华府海园西侧,全方向,万柳西路,
177,178,海淀,巴沟山水园东门门口,全方向,万柳西路,
178,179,海淀,万柳华府南街万柳西路路口,全方向,万柳西路,万柳华府南街
179,180,海淀,华府尚园西北角,全方向,万柳华府南街,
180,181,海淀,华府尚园北门,全方向,万柳华府南街,
181,182,海淀,华府龙园西南角路南,全方向,圣化寺路,万柳华府南街
182,183,海淀,华府龙园东北角路南,全方向,万柳华府南街,
183,184,海淀,华府尚园东侧,全方向,圣化寺路,
184,185,海淀,空军第一工程总队门前,全方向,小南庄路,
185,186,海淀,长春健身园东门门口,全方向,万柳西路,泉宗北路
186,187,海淀,泉宗北路万柳西路路口,全方向,万柳西路,泉宗北路
187,188,海淀,光大水墨北门,全方向,万柳西路,
188,189,海淀,万泉庄路万柳西路交叉口,全方向,万柳西路,万泉庄路
189,190,海淀,神州数码西南角,全方向,苏州街,丹棱街
190,191,海淀,地震局南门口,全方向,丹棱街,
191,192,海淀,创富大厦西北角,全方向,丹棱街,
192,193,海淀,彩和坊与丹棱街交叉口,全方向,彩和坊路,丹棱街
193,194,海淀,海兴大厦西北角,全方向,彩和坊路,丹棱街
194,195,海淀,中关村E世界A座门口,全方向,海淀东一街,
195,196,海淀,中国移动东北角,全方向,海淀中街,丹棱街
196,197,海淀,微软大厦东南角,全方向,海淀中街,丹棱街
197,198,海淀,金融大厦西北角,全方向,海淀东三街,丹棱街
198,199,海淀,互联网金融大厦东南角,全方向,海淀东三街,丹棱街
199,200,海淀,欧美汇购物中心南侧,全方向,丹棱街,
200,201,海淀,金逸影城北面,全方向,丹棱街,
201,202,海淀,中关村步行街东面入口,全方向,丹棱街,
202,203,海淀,新中关东北角,全方向,中关村大街,丹棱街
203,204,海淀,中关村广场东北角,全方向,中关村大街,海淀东一街
204,205,海淀,微软大厦西北角,全方向,海淀西街,善缘街
205,206,海淀,善缘街海淀中街路口,全方向,海淀中街,善缘街
206,207,海淀,新东方东南角,全方向,海淀中街,善缘街
207,208,海淀,中国电子大厦东北角,全方向,海淀东三街,善缘街
208,209,海淀,交大家属区东门,全方向,交大东路,
209,210,海淀,四通桥地铁口,全方向,中关村南大街,
210,211,海淀,友谊宾馆东门北侧,全方向,中关村南大街,
211,212,海淀,友谊宾馆东门南侧,全方向,中关村南大街,
212,213,海淀,国家图书馆北过街天桥,全方向,中关村南大街,
213,214,海淀,北大科技园北大医院,全方向,中关村北大街,
214,215,海淀,清华附中门口,全方向,中关村北大街,
215,216,海淀,保福寺桥北公交车站,全方向,中关村东路,
216,217,海淀,东升南路西口,全方向,中关村东路,东升南路
217,218,海淀,龙湖唐宁小区西门,全方向,中关村东路,
218,219,海淀,清华东路西口站东,全方向,双清路,
219,220,海淀,东升大厦西门,全方向,中关村东路,
220,221,海淀,杨家庄大桥,全方向,白家疃路,温北路
221,222,海淀,中关村环保园东门,全方向,稻香湖路,地锦路
222,223,海淀,稻香湖酒店门前南侧,全方向,稻香湖路,稻香湖西路
223,224,海淀,稻香湖桥南酒店西门,全方向,稻香湖路,稻香湖路
224,225,海淀,上庄路与东马坊路交叉口,全方向,上庄路,东马坊路
225,226,海淀,上庄路东马坊路口南侧,全方向,上庄路,
226,227,海淀,上庄路上庄世纪华联超市,全方向,上庄路,
227,228,海淀,上庄路上庄南口公交车站,全方向,上庄路,
228,229,海淀,黑龙潭路龙泉驾校路口,全方向,冷泉东路,黑龙潭路
229,230,海淀,黑龙潭路龙泉驾校路口南侧50米,全方向,冷泉东路,
230,231,海淀,温泉大桥,全方向,温阳路,温北路
231,232,海淀,温阳路公租房西门,全方向,温阳路,
232,233,海淀,温阳路稻香湖桥西侧东南角,全方向,温阳路,西：聂各庄东路 东：翠湖北路
233,234,海淀,温阳路稻香湖桥西侧西北角,全方向,温阳路,西：聂各庄东路 东：翠湖北路
234,235,海淀,北清路温阳路口地铁站B口,全方向,温阳路,北清路
235,236,海淀,北清路温阳路口,全方向,温阳路,北清路
236,237,海淀,温阳路中关村学院路口,全方向,北清路,景天路
237,238,海淀,温阳路中关村学院路口西北角,全方向,北清路,景天路
238,239,海淀,北清路温阳路口东南角,全方向,北清路,温阳路
239,240,海淀,温阳路西小营651公交站,全方向,温阳路,
240,241,海淀,温阳路西小营农村商业银行,全方向,温阳路,
241,242,海淀,温阳路苏家坨精神病医院门口,全方向,温阳路,
242,243,海淀,北部新区实验中学门口,全方向,温阳路,
243,244,海淀,温北路海淀驾校门口,全方向,温北路,北安河西路
244,245,海淀,海淀驾校大门口,全方向,北安河北路,北安河北路路交叉路口
245,246,海淀,海淀驾校大门口北侧路口,全方向,北安河路,海淀驾校北侧路
246,247,海淀,台头村路口,全方向,北安河路,
247,248,海淀,凤凰岭公园大门,全方向,凤凰岭路,
248,249,海淀,凤凰岭上停车场,全方向,凤凰岭路,
249,250,海淀,凤凰岭公园门口北,全方向,凤凰岭路,
250,251,海淀,北清路北分厂加油站,全方向,北清路,
251,252,海淀,北清路屯佃地铁站西侧,全方向,北清路,
252,253,海淀,北清路永丰东路口西南角,全方向,永嘉北路、南路,北清路
253,254,海淀,北清路永丰东路口东北角,全方向,永嘉北路、南路,北清路
254,255,海淀,北清路与永嘉南路交叉口西南角,全方向,永嘉北路、南路,北清路
255,256,海淀,永丰东环路口西北角,全方向,永泽北路、永泽南路,北清路
256,257,海淀,永丰东环路口东南,全方向,永泽北路、永泽南路,北清路
257,258,海淀,永丰东环路口西南,全方向,永泽南路 、永泽北路,北清路
258,259,海淀,北清路航天城北门路口,全方向,北清路,
259,260,海淀,北清路永丰路路口西南角,全方向,永丰路,北清路
260,261,海淀,北清路永丰路路口东北角,全方向,永丰路,北清路
261,262,海淀,北清路航天城路口,全方向,友谊路,北清路
262,263,海淀,北清路永丰西滨河路口东北角,全方向,永澄北路、永澄南路,北清路
263,264,海淀,北清路永丰西滨河路口西南角,全方向,永澄北路、永澄南路,北清路
264,265,海淀,北清路北安河地铁站A口一号,全方向,北清路,
265,266,海淀,北清路北安河地铁站A口二号,全方向,北清路,
266,267,海淀,北清路北安河地铁站A口三号,全方向,北清路,
267,268,海淀,北清路北安河地铁站A口四号,全方向,北清路,
268,269,海淀,北清路北安河地铁站A口五号,全方向,北清路,
269,270,海淀,北清路北安河地铁站B口二号,全方向,北清路,
270,271,海淀,北清路北安河地铁站B口二号,全方向,北清路,
271,272,海淀,北清路北安河地铁站C口一号,全方向,北清路,
272,273,海淀,北清路北安河地铁站C口二号,全方向,北清路,
273,274,海淀,北清路北安河地铁站D口一号,全方向,北清路,
274,275,海淀,北清路北安河地铁站D口二号,全方向,北清路,
275,276,海淀,北清路北安河地铁站D口三号,全方向,北清路,
276,277,海淀,北清路北安河路口,全方向,北安河路,北清路
277,278,海淀,北清路上庄路口,全方向,上庄路,北清路
278,279,海淀,北清路上庄西人行横道灯,全方向,北清路,
279,280,海淀,北清路稻香湖地铁站D一号二号（稻香湖路口）,全方向,稻香湖路,北清路
280,281,海淀,北清路稻香湖地铁站D一口三号（稻香湖路口）,全方向,稻香湖路,北清路
281,282,海淀,北清路稻香湖地铁站C一口一号（稻香湖路口）,全方向,稻香湖路,北清路
282,283,海淀,北清路稻香湖地铁站C一口二号（稻香湖路口）,全方向,稻香湖路,北清路
283,284,海淀,北清路稻香湖地铁站D二口一号（稻香湖路口）,全方向,稻香湖路,北清路
284,285,海淀,北清路稻香湖地铁站D二口二号（稻香湖路口）,全方向,稻香湖路,北清路
285,286,海淀,北清路稻香湖地铁站D二口三号（稻香湖路口）,全方向,稻香湖路,北清路
286,287,海淀,北清路稻香湖地铁站D二口四号（稻香湖路口）,全方向,稻香湖路,北清路
287,288,海淀,北清路稻香湖路口西南角,全方向,稻香湖路,北清路
288,289,海淀,北清路稻香湖路口西南角,全方向,稻香湖路,北清路
289,290,海淀,白家疃路与显龙山交叉,全方向,白家疃路,显龙山路
290,291,海淀,显龙山路T10005灯杆,全方向,显龙山路,
291,292,海淀,温泉路北部文化中心南侧01,全方向,温泉路,
292,293,海淀,温泉路北部文化中心南侧02,全方向,温泉路,
293,294,海淀,温泉路与白家疃东路交叉口,全方向,白家疃东路,温泉路
294,295,海淀,温泉路与白家疃东路交叉口东北角,全方向,白家疃东路,温泉路
295,296,海淀,温泉路与白家疃东路交叉口西北角,全方向,白家疃东路,温泉路
296,297,海淀,白家疃东路温泉人家小区门口,全方向,白家疃东路,
297,298,海淀,白家疃东路温泉体育中心,全方向,白家疃东路,
298,299,海淀,双坡路与显龙山路交叉口,全方向,双坡路,显龙山路
299,300,海淀,双坡路与御风路,全方向,双坡路,御风路
300,301,海淀,双坡路北口,全方向,双坡路,温北路
301,302,海淀,温泉路苗圃路口（双坡路口）,全方向,双坡路,温泉路
302,303,海淀,温泉路苗圃路口东侧（双坡路口）,全方向,双坡路,温泉路
303,304,海淀,温泉路老年医院西北侧路口,全方向,温阳路,温泉路
304,305,海淀,温泉路老年医院门口北20米,全方向,温泉路,
305,306,海淀,温泉路老年医院门口南侧,全方向,温泉路,
306,307,海淀,温泉人家南口,全方向,温泉路,
307,308,海淀,白家疃东路文化中心东门口,全方向,白家疃东路,
308,309,海淀,白家疃东路与叠风路交叉,全方向,白家疃东路,叠风路
309,310,海淀,温泉叠风路101中学,全方向,叠风路,
310,311,海淀,白家疃路与叠风路交叉口,全方向,白家疃路,叠风路
311,312,海淀,温泉路与白家瞳路交叉口,全方向,白家疃路,温泉路
312,313,海淀,温泉路与白家疃路交叉口西侧,全方向,白家疃路,温泉路
313,314,海淀,温泉路白家疃西口,全方向,白家疃西路,温泉路
314,315,海淀,温泉路白家疃西口北,全方向,白家疃西路,温泉路
315,316,海淀,温泉路杨家庄加油站,全方向,温泉路,
316,317,海淀,温泉路杨家庄加油站东,全方向,温泉路,
317,318,海淀,温泉路社保口路口路中（杨大爷饭馆对面）,全方向,温泉路,
318,319,海淀,温泉路太舟坞弯道,全方向,温泉路,
319,320,海淀,温泉路敬老院门口,全方向,温泉路,
320,321,海淀,永丰路永丰派出所旧址处路口,全方向,永丰路,丰滢中路
321,322,海淀,永丰路航天电子路口,全方向,永丰路,丰滢东路
322,323,海淀,永丰路天主教陵园路口,全方向,永丰路,西北旺北路
323,324,海淀,永丰路天主教陵园路口东南角,全方向,永丰路,西北旺北路
324,325,海淀,永丰路六里屯南路东口,全方向,永丰路,六里屯南路
325,326,海淀,永丰路百望新城公交站,全方向,永丰路,
326,327,海淀,永丰路西北旺地铁站A口,全方向,永丰路,德政路
327,328,海淀,永丰路德政路路口东北角,全方向,永丰路,德政路
328,329,海淀,永丰路德政路路口西北角,全方向,永丰路,德政路
329,330,海淀,永丰路永后路口东南角,全方向,永丰路,后厂村路
330,331,海淀,永丰路永后路口西南角,全方向,永丰路,后厂村路
331,332,海淀,永丰路永后路口西北角,全方向,永丰路,后厂村路
332,333,海淀,永丰路西北旺三角地路口,全方向,永丰路,永丰南路
333,334,海淀,后厂村路海淀交通支队西侧路口,全方向,西北旺三街,后厂村路
334,335,海淀,后厂村路中关村二小西侧,全方向,后厂村路,
335,336,海淀,后厂村路中关村二小西侧双辉幼儿园,全方向,后厂村路,
336,337,海淀,后厂村路与西北旺东路向西,全方向,后厂村路,
337,338,海淀,后厂村路中关村二小门前,全方向,后厂村路,
338,339,海淀,后厂村路友谊路南口,全方向,友谊路,后厂村路
339,340,海淀,后厂村路西北旺东路中口路口西北角,全方向,西北旺东路,后厂村路
340,341,海淀,后厂村路与西北旺东路交叉路口,全方向,西北旺东路,后厂村路
341,342,海淀,东北旺西路软件园二期北侧东门,全方向,东北旺西路,
342,343,海淀,东北旺西路软件园二期东门路口,全方向,东北旺西路,软件园南路
343,344,海淀,东北旺西路软件园二期东门路口北侧,全方向,东北旺西路,软件园南路
344,345,海淀,东北旺西路与东北旺路交叉路口,全方向,东北旺西路,东北旺路
345,346,海淀,红山路国防大学东门,全方向,红山路,
346,347,海淀,红山路国防大学南门,全方向,红山路,
347,348,海淀,红山路国防大学公交站,全方向,红山路,
348,349,海淀,黑山扈路民族学院,全方向,黑山扈路,
349,350,海淀,友谊路航天城西门,全方向,友谊路,
350,351,海淀,空间技术研究院门前路口,全方向,友谊路,
351,352,海淀,北清路航天城路口 ,全方向,友谊路,北清路
352,353,海淀,韩家川路八局门口,全方向,韩家川路,
353,354,海淀,韩家川路八局北墙外,全方向,韩家川路,
354,355,海淀,农大北口东北角,全方向,永丰路、圆明园西路,马连洼北路
355,356,海淀,农大北口西北角,全方向,永丰路、圆明园西路,马连洼北路
356,357,海淀,农大北口 ,全方向,永丰路、圆明园西路,马连洼北路
357,358,海淀,百旺家苑北门,全方向,马连洼北路,
358,359,海淀,马连洼街道往东路南第一路口,全方向,竹园西街,马连洼北路
359,360,海淀,马连洼北路百草园东南角路口,全方向,东北旺路,马连洼北路
360,361,海淀,马连洼北路东北旺西路南口,全方向,东北旺西路,马连洼北路
361,362,海淀,马北路与厢黄旗东路西南角,全方向,厢黄旗东路,马连洼北路
362,363,海淀,圆明园西路兰园小区西门口,全方向,圆明园西路,
363,364,海淀,圆明园西路兰园天桥,全方向,圆明园西路,
364,365,海淀,圆明园西路百旺商城西北角,全方向,圆明园西路,
365,366,海淀,中发百旺路口,全方向,圆明园西路,竹园西街
366,367,海淀,圆明园西路北口公交车站西侧,全方向,圆明园西路,
367,368,海淀,圆明园西路中发百旺北100米处,全方向,圆明园西路,
368,369,海淀,圆明园西路中发百旺路口西北角,全方向,圆明园西路,
369,370,海淀,圆明园西路中发百旺路口南侧天桥,全方向,圆明园西路,
370,371,海淀,圆明园西路梅园车站,全方向,圆明园西路,
371,372,海淀,圆明园西路农大南路地铁站B出口,全方向,圆明园西路,
372,373,海淀,圆明园西路63919部队东,全方向,圆明园西路,
373,374,海淀,圆明园西路农大路口南侧天桥,全方向,圆明园西路,
374,375,海淀,圆明园西路肖家河过街天桥,全方向,圆明园西路,
375,376,海淀,农大路口向南路东二路口,全方向,圆明园西路,
376,377,海淀,农大路口肖家河红绿灯往南路西二路口,全方向,圆明园西路,
377,378,海淀,肖家河桥往北路东第一路口处,全方向,圆明园西路,
378,379,海淀,肖家河桥往北路西第一路口处,全方向,圆明园西路,
379,380,海淀,肖家河桥西北角肖家河村口,全方向,圆明园西路,
380,381,海淀,农大路口往西50米路北,全方向,天秀路,
381,382,海淀,天秀路巫山烤鱼门口,全方向,天秀路,
382,383,海淀,天秀路农大附小南门对面,全方向,中关村一小门前路,天秀路
383,384,海淀,天秀路农大附小门前路口,全方向,中关村一小门前路,天秀路
384,385,海淀,天秀路农大附小路口东侧,全方向,天秀路,
385,386,海淀,天秀路天秀花园公交车站路北,全方向,天秀路,
386,387,海淀,天秀路古月园东南门,全方向,天秀路,
387,388,海淀,天秀路古月园南门西侧,全方向,天秀路,
388,389,海淀,天秀路与龙背村路交叉路口,全方向,龙背村路,天秀路
389,390,海淀,天秀路与龙背村路交叉口西,全方向,天秀路,
390,391,海淀,天秀路西口,全方向,马连洼西路,天秀路
391,392,海淀,马连洼西路与天秀路交叉路口,全方向,马连洼西路,天秀路
392,393,海淀,地铁安河桥北站停车场北侧入口,全方向,龙背村路,
393,394,海淀,龙背村路安河桥地铁站B口路口,全方向,龙背村路,
394,395,海淀,龙背村路华联生活超市,全方向,龙背村路,
395,396,海淀,龙背村路华联生活超市北口,全方向,龙背村路,
396,397,海淀,安河桥地铁站C口,全方向,龙背村路,
397,398,海淀,农科院南门,全方向,农大南路,
398,399,海淀,农大南路广泰小区南门对面,全方向,农大南路,
399,400,海淀,农大南路万树园社区超市前,全方向,农大南路,
400,401,海淀,农大南路万树园南门,全方向,农大南路,
401,402,海淀,农大南路厢黄旗公交站路南,全方向,农大南路,
402,403,海淀,农大南路厢黄旗车站路北,全方向,农大南路,
403,404,海淀,农大南路七彩华园北门,全方向,农大南路,
404,405,海淀,博雅西园正门,全方向,农大南路,
405,406,海淀,农大南路北侧博雅西园门前,全方向,农大南路,
406,407,海淀,农大南路与厢黄旗东路西北角,全方向,厢黄旗东路,农大南路
407,408,海淀,农大南路上地医院北口,全方向,树村西路,农大南路
408,409,海淀,树村路与农大南路路口,全方向,树村路,农大南路
409,410,丰台,群星路与芳星路交叉口 东向西,东向西,群星路,芳星路
410,411,丰台,京港澳高速辅路郭庄子加油站东,出京,京港澳高速辅路,
411,412,丰台,小屯西路南口,南向北,小屯西路,
412,413,丰台,小屯西路南口,北向南,小屯西路,
413,414,石景山,八角东街与时代花园北路交叉口 北向南,北向南,八角东街,时代花园北路
414,415,房山,京深路与怡和路交叉口 北向南,北向南,京深路,怡和路
415,416,大兴,旧忠东街与忠凉路交叉口西北角,全方向,旧忠东街,忠凉路
416,417,大兴,庑殿路与科技路交叉口东南角,全方向,庑殿路,科技路
